Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Corynebacterium humireducens,,,0.264302,0.6297507,,,,
Arthrobacter sp. Hiyo1,0.325619,1.3362826,,4.4082548,,,,
Shuttle vector PCM28,,,,4.4082548,,,,
Neisseria meningitidis,12.6991404,26.3915821,0.132151,3.7785041,314.1264809,7.5155711,0.5127373,
Streptococcus mutans,,2.3384946,0.528604,3.7785041,0.5155249,0.163382,,
Bipolaris maydis,,,0.528604,0.6297507,,,0.1281843,
Verticillium dahliae,0.651238,0.6681413,,1.889252,,,,
Prevotella denticola,,0.6681413,,3.7785041,0.3436832,,,
Staphylococcus capitis,0.651238,,0.6607549,0.6297507,0.3436832,0.163382,1.0254746,
Delphinella strobiligena,2.2793329,1.3362826,0.132151,3.7785041,1.2028913,0.326764,0.2563687,
Corynebacterium kroppenstedtii,2.9305709,1.6703533,4.2288317,3.7785041,0.3436832,,0.2563687,
Rhodocollybia butyracea,1.3024759,0.6681413,,3.7785041,0.1718416,0.163382,0.2563687,
Exophiala mesophila,1.3024759,,0.528604,3.7785041,1.5465746,,0.6409216,
Enhydrobacter aerosaccus,,0.6681413,,3.7785041,0.1718416,,0.1281843,
Klebsiella variicola,0.651238,0.3340707,0.264302,3.7785041,1.2028913,0.163382,2.0509492,
Enterobacter ludwigii,2.2793329,2.004424,2.1144158,3.7785041,3.7805156,1.4704378,4.6146358,
Pyronema omphalodes,2.2793329,1.3362826,0.264302,3.7785041,1.0310497,0.163382,,
Lamprigera yunnana,0.325619,3.0066359,2.1144158,3.7785041,1.374733,0.326764,0.6409216,
Zasmidium cellare,0.651238,0.3340707,0.264302,1.2595014,0.5155249,14.5409963,0.1281843,
Diplodia seriata,0.651238,0.3340707,0.132151,3.7785041,0.1718416,,0.384553,
Candidatus Nitrosacidococcus tergens,2.9305709,0.6681413,4.4931336,3.7785041,4.2960405,163.0552169,10.2547462,
[Propionibacterium] humerusii,0.976857,,0.132151,3.7785041,,,0.1281843,
Lacimicrobium alkaliphilum,4.8842848,0.3340707,1.8501139,3.7785041,1.2028913,1.3070558,2.4355022,
Baudoinia panamericana,1.6280949,178.3937324,109.5531705,3.7785041,0.1718416,58.4907491,62.0412143,
Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_42_8,,1.3362826,,3.7785041,0.3436832,,,
Betacoronavirus sp.,,,,3.7785041,,,,
Ralstonia solanacearum,6.8379987,3.6747773,0.132151,3.1487534,3.608674,0.163382,0.5127373,
Xanthomonas citri,20502.5994164,6.6814132,5.9467945,3.1487534,39.8672558,130.0520568,50.7609936,
Methylococcus capsulatus,0.651238,1.6703533,0.396453,3.1487534,145.0343271,0.163382,1.6663963,
Neisseria sicca,0.651238,23.7190169,,3.1487534,,,,
Providencia stuartii,3.9074278,1.6703533,146.0268436,3.1487534,11.3415469,1.1436739,26.0214184,
Clostridioides difficile,4.5586658,1.3362826,3.7002277,3.1487534,4.2960405,3.9211675,4.2300828,
Bifidobacterium adolescentis,0.325619,7.6836252,0.396453,3.1487534,,0.163382,0.1281843,
Streptomyces chartreusis,0.325619,1.6703533,,3.1487534,,,0.769106,
Arthrobotrys oligospora,1.9537139,0.3340707,0.132151,3.1487534,0.5155249,0.163382,,
Streptomyces janthinus,0.651238,,,3.1487534,0.3436832,,0.1281843,
Exserohilum turcicum,,,0.264302,3.1487534,,,,
Penicillium brasilianum,,,,3.1487534,0.3436832,0.163382,,
Brucella pinnipedialis,1.3024759,0.3340707,4.0966807,3.1487534,3.7805156,4.9014594,5.7682947,
Aspergillus nidulans,0.976857,1.002212,,1.889252,0.5155249,,0.384553,
Serinicoccus marinus,,,,3.1487534,,,,
Siccibacter turicensis,,,,3.1487534,,,,
Trichoderma gamsii,,,,0.6297507,,,,
Paenibacillus sp. P22,2.9305709,2.3384946,1.9822648,3.1487534,2.9213075,0.6535279,2.4355022,
Streptomyces sp. SPB78,0.651238,1.002212,,3.1487534,,,,
Ralstonia sp. NT80,3.9074278,3.3407066,0.132151,3.1487534,11.8570718,0.163382,0.2563687,
Candidatus Actinomarina minuta,6.1867607,0.3340707,6.4753985,3.1487534,3.4368324,2.7774937,0.2563687,
Exiguobacterium sp. Leaf196,0.325619,0.3340707,1.0572079,3.1487534,0.6873665,,0.2563687,
Gamarada debralockiae,0.976857,0.3340707,,3.1487534,0.3436832,,,
Ralstonia sp. ASV6,,,,3.1487534,,,0.5127373,
Klebsiella aerogenes,1.6280949,0.6681413,0.528604,1.2595014,2.0620994,62.0851527,23.8422849,
Edwardsiella tarda,,0.3340707,1.1893589,2.5190027,,0.326764,1.5382119,
Streptococcus oralis,3.9074278,92.2035021,2.2465668,2.5190027,0.5155249,0.163382,,
Schaalia odontolytica,0.325619,12.3606144,0.132151,2.5190027,0.5155249,,0.8972903,
Corynebacterium xerosis,1.3024759,,,2.5190027,0.1718416,,0.5127373,
Aspergillus niger,0.325619,1.3362826,0.264302,2.5190027,0.8592081,,,
Puccinia graminis,,,,2.5190027,,,,
Ascochyta rabiei,,,0.132151,2.5190027,0.5155249,,0.1281843,
Alternaria alternata,0.976857,,0.396453,1.2595014,0.1718416,0.163382,,
Gossypium raimondii,18.5602822,,33.3020494,2.5190027,192.2907725,0.163382,,
Anaerococcus hydrogenalis,0.325619,0.6681413,,2.5190027,0.8592081,,0.2563687,
Corynebacterium genitalium,0.325619,,0.7929059,2.5190027,,0.6535279,,
Arthrobotrys musiformis,0.325619,,,2.5190027,,,,
Pyrenophora teres,,0.3340707,0.264302,1.889252,0.3436832,0.326764,0.1281843,
Vibrio anguillarum,0.325619,0.3340707,0.132151,2.5190027,0.6873665,,,
Linnemannia gamsii,,,,2.5190027,,,,
Sphaerulina musiva,0.325619,0.3340707,0.132151,2.5190027,0.1718416,,0.1281843,
Cladosporium sphaerospermum,165.7400636,0.3340707,0.132151,2.5190027,0.1718416,,,
Phycicoccus elongatus,3.9074278,0.6681413,5.9467945,2.5190027,48.9748616,,0.2563687,
Alternaria tenuissima,51.4477997,0.6681413,0.132151,2.5190027,6.7018232,2.1239658,1.9227649,
Byssochlamys spectabilis,0.651238,,,0.6297507,0.1718416,0.163382,,
Corynebacterium massiliense,4.2330468,0.3340707,6.4753985,2.5190027,8.7639226,0.163382,,
Modestobacter marinus,,5.0110599,0.396453,2.5190027,,,0.1281843,
Shewanella chilikensis,0.976857,,0.396453,2.5190027,1.374733,0.163382,0.2563687,
Viridothelium virens,0.651238,0.6681413,0.132151,2.5190027,,0.163382,0.2563687,
Candidatus Burkholderia pumila,,,,2.5190027,,,,
Klebsiella michiganensis,5.2099038,1.6703533,0.6607549,2.5190027,20.1054695,0.163382,2.9482395,
Salinivibrio sp. IB870,2.9305709,0.3340707,1.8501139,2.5190027,2.5776243,3.9211675,1.1536589,
Pseudocercospora fijiensis,0.651238,,0.132151,2.5190027,,,0.1281843,
Salinivibrio kushneri,2.6049519,0.6681413,10035.2818549,2.5190027,160.5000729,134.4633703,384.9375345,
Gemella sp.,,0.3340707,,2.5190027,0.3436832,,,
Abscondita terminalis,1.6280949,390.5286015,0.7929059,2.5190027,1.5465746,,0.6409216,
Ideonella sp. MAG2,2471.1224803,30.0663594,9260.2163004,2.5190027,5426.0709857,11422.1976641,4826.6526548,
Mycobacterium sp. ITM-2016-00317,0.325619,0.6681413,0.6607549,2.5190027,0.1718416,,0.1281843,
Corynebacterium sp. LMM-1652,0.325619,,0.132151,2.5190027,,0.163382,,
Arthrobacter sp. 8AJ,2.2793329,5.0110599,0.9250569,2.5190027,0.1718416,,,
Corynebacterium sp. 1959,,1.3362826,0.132151,2.5190027,0.1718416,,,
Bacillus subtilis,0.325619,1.3362826,0.132151,1.889252,0.1718416,0.163382,0.769106,
Corynebacterium ammoniagenes,0.325619,0.6681413,1.3215099,1.889252,0.3436832,,0.5127373,
Corynebacterium glutamicum,0.976857,,0.264302,1.889252,0.5155249,0.163382,0.1281843,
Corynebacterium pseudotuberculosis,1.3024759,1.6703533,0.9250569,1.889252,0.8592081,0.326764,1.9227649,
Pichia kudriavzevii,0.651238,0.3340707,,1.889252,,,,
Venturia inaequalis,1.3024759,1.3362826,0.132151,1.889252,0.1718416,,0.1281843,
Xanthomonas albilineans,,,,1.889252,,,,
Candidatus Liberibacter asiaticus,0.325619,3.0066359,,1.889252,0.1718416,,,
Blumeria graminis,0.325619,,,1.889252,0.1718416,,,
Heliobacterium modesticaldum,1.3024759,0.3340707,0.7929059,1.889252,0.6873665,0.8169099,1.5382119,
Trichuris trichiura,6.1867607,0.3340707,3.8323787,1.889252,1.5465746,1.4704378,7.6910596,
Corynebacterium pseudogenitalium,1.3024759,2.004424,1.4536609,1.889252,1.2028913,,0.384553,
Corynebacterium glucuronolyticum,0.651238,,,1.889252,0.1718416,,0.1281843,
Brugia timori,2.9305709,13.6968971,0.132151,1.889252,3.608674,0.8169099,2.5636865,
Vibrio diabolicus,1.9537139,0.3340707,3.1716238,1.889252,1.2028913,1.3070558,4.4864515,
Aspergillus heteromorphus,0.976857,1.002212,0.6607549,0.6297507,1.5465746,0.4901459,0.1281843,
Botryosphaeria dothidea,690.6378681,0.6681413,0.264302,1.889252,0.6873665,0.163382,0.2563687,
Acidiphilium multivorum,2.9305709,1.6703533,2.2465668,1.889252,2.5776243,2.9408757,3.8455298,
Golovinomyces cichoracearum,1.3024759,0.6681413,0.264302,1.889252,0.3436832,0.163382,0.384553,
Streptomyces roseolilacinus,,,,1.889252,,,0.1281843,
Streptomyces viridosporus,,2.3384946,0.264302,1.889252,22.3394106,,0.6409216,
Cordyceps militaris,,0.3340707,0.264302,0.6297507,,,,
Chlamydia pecorum,,,,1.889252,0.6873665,0.163382,0.1281843,
Aspergillus udagawae,,0.3340707,,1.889252,0.1718416,,0.1281843,
Burkholderia cenocepacia,,1.3362826,1.1893589,1.889252,45.194346,0.4901459,0.1281843,
Fusarium pseudograminearum,,,,1.889252,,,,
Valsa mali,0.325619,0.3340707,,1.889252,,0.4901459,,
Nannizzia nana,0.976857,,,1.889252,0.1718416,,68.194062,
Corynebacterium testudinoris,,,,1.889252,0.1718416,,0.1281843,
Trichococcus palustris,77.8229375,,,1.889252,,0.326764,0.1281843,
Genlisea aurea,2.2793329,0.3340707,3.3037747,1.889252,9200.2284806,3.1042576,3.8455298,
Enterobacter kobei,,1.6703533,0.6607549,1.2595014,2.4057827,1.6338198,14.869382,
Chaetomium thermophilum,0.651238,0.3340707,,0.6297507,,,,
Exophiala oligosperma,,,,1.889252,,,,
Acidomyces sp. 'richmondensis',1.9537139,0.3340707,,1.889252,0.3436832,0.163382,0.1281843,
Dietzia kunjamensis,1.6280949,,,1.889252,,,0.2563687,
Friedmanniomyces endolithicus,3.9074278,0.6681413,0.264302,1.889252,0.5155249,,0.1281843,
Xenorhabdus kozodoii,0.325619,,0.132151,1.889252,7.5610313,,0.8972903,
Crenothrix polyspora,,0.3340707,0.132151,1.889252,1.5465746,0.4901459,,
Pertusaria plittiana,,,,1.889252,,,,
Komagataella phaffii,,0.6681413,,1.2595014,,,0.2563687,
Dothidotthia symphoricarpi,,,0.132151,1.889252,,,,
Scedosporium apiospermum,,,,0.6297507,,0.163382,,
Oribacterium sp. oral taxon 078,,,,1.889252,0.3436832,,,
Curvibacter putative symbiont of Hydra magnipapillata,1.6280949,2.3384946,13.8758539,1.889252,0.8592081,,14.7411976,
Patellaria atrata,0.325619,0.6681413,0.132151,1.889252,,0.163382,,
Aspergillus fumigatus,0.325619,0.3340707,3.5680767,0.6297507,0.5155249,,0.5127373,
Mycobacterium paraense,,,,1.889252,,,,
Pseudarthrobacter siccitolerans,1.9537139,0.6681413,,1.889252,0.3436832,,0.2563687,
Phialemoniopsis curvata,0.325619,,,0.6297507,,,,
uncultured bacterium A1Q1_fos_4,0.976857,,0.528604,1.889252,0.6873665,0.163382,1.0254746,
Eremomyces bilateralis,0.976857,,,0.6297507,,,0.2563687,
Arthrobacter sp. AK-YN10,,,,1.889252,,,,
Chishuiella changwenlii,0.651238,35.7455606,0.528604,1.889252,0.1718416,,0.384553,
Aaosphaeria arxii,0.325619,0.3340707,0.132151,1.2595014,0.1718416,,,
Cadophora sp. DSE1049,,,,1.889252,0.3436832,,0.1281843,
Corynebacterium sp. HMSC04H06,13.6759974,4.0088479,0.6607549,1.889252,0.3436832,0.163382,0.5127373,
Arthrobacter sp. Hiyo8,,,,1.889252,0.5155249,,,
Saitozyma sp. JCM 24511,,,0.132151,1.889252,,,,
uncultured bacterium 5G12,,0.3340707,0.132151,1.889252,0.3436832,,0.769106,
Cairneyella variabilis,,0.3340707,,1.889252,0.1718416,,,
Jeotgalicoccus schoeneichii,7.1636177,,0.6607549,1.889252,0.1718416,0.326764,7.3065066,
Corynebacterium urinapleomorphum,,0.3340707,,1.889252,,,,
Pantoea sp. MSR2,0.651238,,2.7751708,1.889252,1.0310497,1.4704378,3.2046082,
Pseudomonas dryadis,,0.6681413,,1.889252,,,,
Sphingobacterium olei,2.2793329,1.6703533,1.8501139,1.889252,1.374733,1.4704378,1.5382119,
Candidatus Hakubanella thermoalkaliphilus,15.9553303,,1.1893589,1.889252,9.1076058,0.326764,89.729029,
Pseudoxanthomonas sp. PXM01,,,0.132151,1.889252,,,,
Legionella jordanis,0.325619,,0.528604,1.2595014,0.5155249,30.3890484,0.1281843,
Raoultella terrigena,,0.6681413,1.0572079,1.2595014,0.8592081,0.326764,16.0230409,
Aggregatibacter aphrophilus,0.325619,,0.264302,0.6297507,0.1718416,32.8397782,0.2563687,
Fusobacterium nucleatum,0.325619,1.3362826,0.528604,1.2595014,8.7639226,0.163382,0.2563687,
Desulfovibrio piger,0.976857,,0.528604,1.2595014,0.3436832,1.3070558,0.384553,
Micrococcus lylae,,,,1.2595014,0.1718416,,,
Staphylococcus hominis,0.651238,10.3561905,0.6607549,0.6297507,2.2339411,0.326764,,
Streptococcus thermophilus,0.651238,9.3539785,0.264302,1.2595014,0.8592081,,0.1281843,
Bacillus badius,,,,1.2595014,,,,
Clostridium butyricum,1.6280949,1.6703533,0.264302,1.2595014,0.5155249,,0.2563687,
Enterocloster clostridioformis,,,,1.2595014,,,,
Lactiplantibacillus plantarum,0.651238,1.002212,2.7751708,1.2595014,7.5610313,0.8169099,212.1450614,
Limosilactobacillus reuteri,0.976857,0.3340707,,1.2595014,0.1718416,,,
Listeria ivanovii,0.325619,0.3340707,0.264302,1.2595014,0.3436832,,0.2563687,
Pseudonocardia autotrophica,,,,1.2595014,,,,
Spinacia oleracea,,27.7278648,0.7929059,1.2595014,3.9523573,1.3070558,1.1536589,
Brassica rapa,,,0.132151,1.2595014,,,0.2563687,
Aspergillus tubingensis,,,0.264302,1.2595014,0.6873665,0.163382,,
Fusarium fujikuroi,0.651238,,,1.2595014,,,0.1281843,
Lentinus tigrinus,,,,1.2595014,,,,
Coccidioides immitis,0.651238,0.3340707,,1.2595014,,,0.1281843,
Fusarium oxysporum,0.325619,0.3340707,0.396453,1.2595014,4.983407,0.163382,0.6409216,
Trichoderma harzianum,0.651238,,0.132151,1.2595014,,,0.1281843,
Cenococcum geophilum,,,,1.2595014,0.3436832,,,
Clavibacter michiganensis,,,,1.2595014,1.0310497,,0.769106,
Brucella suis,0.651238,,0.264302,1.2595014,0.6873665,0.163382,0.5127373,
Yersinia aldovae,,0.3340707,,1.2595014,,,,
Coprococcus eutactus,0.325619,0.6681413,,1.2595014,0.3436832,,,
Uncinocarpus reesii,,0.3340707,0.396453,1.2595014,,,,
Purpureocillium lilacinum,0.325619,,0.264302,1.2595014,,,,
Komagataeibacter europaeus,,,,1.2595014,,,,
Riemerella anatipestifer,,,0.132151,1.2595014,,,0.8972903,
Gossypium mustelinum,,,0.132151,1.2595014,,0.163382,0.2563687,
Tuber melanosporum,,,0.132151,1.2595014,0.1718416,,,
Neurospora tetrasperma,,2.004424,,1.2595014,0.1718416,0.163382,,
Acinetobacter junii,,4.3429186,1.3215099,1.2595014,0.8592081,0.163382,0.2563687,
Aspergillus ellipticus,,,,1.2595014,,,,
Corynebacterium matruchotii,0.976857,1.3362826,,1.2595014,0.5155249,,0.1281843,
Bradyrhizobium oligotrophicum,0.651238,,0.132151,1.2595014,,,,
Massarina eburnea,1.6280949,,,1.2595014,0.6873665,,,
Sporomusa sphaeroides,,0.3340707,,1.2595014,0.3436832,0.163382,0.1281843,
Elaeis guineensis,,,,1.2595014,,,,
Mycolicibacterium wolinskyi,,,,1.2595014,,,,
Penicillium polonicum,,,,1.2595014,,,,
Dothistroma septosporum,0.651238,0.6681413,0.396453,1.2595014,0.1718416,,,
Rhizopus oryzae,7.4892367,39.7544085,57.4856805,1.2595014,303.4723005,672.1534693,42.4290123,
Gordonia polyisoprenivorans,,,,1.2595014,,,,
Trichophyton interdigitale,,0.3340707,0.132151,1.2595014,0.5155249,,,
Epicoccum nigrum,,,,1.2595014,0.1718416,,,
Arcanobacterium phocae,,,,1.2595014,,,0.1281843,
Sporothrix insectorum,0.651238,,,1.2595014,,,,
Zopfia rhizophila,0.325619,,0.132151,1.2595014,0.3436832,,,
Teratosphaeria nubilosa,0.325619,0.3340707,,1.2595014,0.1718416,0.163382,,
Fusarium solani,,0.3340707,,1.2595014,,,0.2563687,
Brachybacterium paraconglomeratum,,,,1.2595014,,,,
Peltigera dolichorrhiza,0.651238,,,1.2595014,,,,
Stemphylium lycopersici,3.2561899,3.0066359,1.0572079,1.2595014,0.8592081,0.6535279,1.0254746,
Achromobacter insolitus,2.2793329,51.112811,0.264302,1.2595014,396.0949336,0.6535279,2.6918709,
Polytolypa hystricis,,,,1.2595014,0.1718416,,,
Corynebacterium tuscaniense,1.3024759,2.3384946,1.9822648,1.2595014,0.8592081,,0.5127373,
Chrysoporthe austroafricana,,,,1.2595014,,,,
Nocardia terpenica,,,,1.2595014,,,,
Anaerobacillus alkalidiazotrophicus,,,0.7929059,1.2595014,0.5155249,279.5465693,390.3212762,
Cladophialophora immunda,0.325619,,,1.2595014,0.1718416,,0.1281843,
Polynucleobacter necessarius,0.651238,,,1.2595014,0.1718416,,,
Glomus cerebriforme,4.5586658,9.0199078,1.8501139,1.2595014,745.2771049,2.1239658,1.5382119,
Lophiotrema nucula,,0.3340707,,1.2595014,,,,
Megasphaera genomosp. type_2,0.325619,0.3340707,,1.2595014,,,0.1281843,
Polychaeton citri,1.9537139,,0.264302,1.2595014,0.3436832,0.163382,0.2563687,
Flavobacterium phragmitis,,,,1.2595014,,,,
Staphylococcus agnetis,0.651238,,,1.2595014,0.1718416,,1.0254746,
Paenibacillus sp. ICGEB2008,0.325619,,,1.2595014,,,,
Exophiala aquamarina,0.651238,,0.132151,1.2595014,,,,
Paracoccidioides lutzii,,,0.132151,1.2595014,,,,
Corynebacterium sp. KPL1855,0.976857,,0.132151,1.2595014,2.2339411,0.163382,0.1281843,
Propionibacterium sp. KPL1847,,,0.396453,1.2595014,,,21.534967,
Acinetobacter sp. ANC 4105,,,0.132151,1.2595014,,,,
Xylona heveae,,,0.132151,0.6297507,,0.163382,,
Paenibacillus sp. FSL H8-237,,,0.132151,1.2595014,,,0.2563687,
Sodiomyces alkalinus,,0.3340707,,1.2595014,,,,
Pseudocercospora mori,,0.3340707,,0.6297507,0.3436832,,,
Clostridium sp. BL8,,0.3340707,,1.2595014,,,,
Propionibacterium sp. DORA_15,,,,1.2595014,,,0.1281843,
Bradyrhizobium cosmicum,,,0.264302,1.2595014,0.1718416,,0.1281843,
Paracoccus sanguinis,,,,1.2595014,,,,
Paracoccus sp. PAMC 22219,,,,1.2595014,,,,
Pseudomonas sp. LFM046,,,,1.2595014,0.1718416,,,
Pseudomonas sediminis,,1.6703533,,1.2595014,0.3436832,,,
Corynebacterium sp. HMSC062A03,0.651238,,0.132151,1.2595014,,,,
Marinobacter sp. T13-3,0.976857,,1.5858119,1.2595014,709.534048,0.326764,2.0509492,
Photorhabdus namnaonensis,3.5818088,,2079.3958227,1.2595014,1366.3127188,13.5607044,5585.7602402,
Corynebacterium fournieri,,0.3340707,,1.2595014,0.1718416,,0.1281843,
Pseudonocardia sp. Ae150A_Ps1,,,,1.2595014,,,,
Saitozyma podzolica,,,,1.2595014,,,,
Corynebacterium sp. CNJ-954,,,,1.2595014,,,,
Salinivibrio sp. PR5,0.976857,120.2654376,1.0572079,1.2595014,1.2028913,1.3070558,2.1791336,
Rhizobiales bacterium 12-68-15,,,,1.2595014,,,,
Citrobacter sp. L55,0.651238,,1.1893589,1.2595014,1.8902578,0.6535279,2.0509492,
Acidimicrobiaceae bacterium,0.325619,0.6681413,0.264302,1.2595014,,,0.1281843,
Escherichia sp. E2661,0.325619,,0.132151,1.2595014,33.1654326,25.650971,0.1281843,
Corynebacterium heidelbergense,0.651238,0.3340707,,1.2595014,0.1718416,,,
Saccharibacillus endophyticus,0.325619,0.3340707,0.264302,1.2595014,0.6873665,,0.384553,
Rutstroemia sp. NJR-2017a BBW,16.6065683,0.3340707,,1.2595014,,,0.1281843,
Actinomyces sp. oral taxon 897,0.651238,,,1.2595014,,,,
Mycobacterium sp. ITM-2017-0098,,0.3340707,1.0572079,1.2595014,0.3436832,,0.1281843,
Mycobacterium uberis,,,,1.2595014,,,,
Colletotrichum sojae,0.325619,,,1.2595014,,,,
Acinetobacter sp. WCHAc060115,,,,1.2595014,,,,
Paraburkholderia sp. 7MH5,,,0.132151,1.2595014,,0.163382,,
Fusarium vanettenii,,,,0.6297507,,,,
Leptospira interrogans,,,,0.6297507,,,,
Brucella abortus,,0.3340707,,0.6297507,,,,
Acetobacter aceti,,0.3340707,,0.6297507,,,,
Neisseria flavescens,0.325619,7.6836252,0.396453,0.6297507,1.2028913,,0.1281843,
Atlantibacter hermannii,,,,0.6297507,,,,
Providencia rettgeri,0.325619,0.6681413,0.528604,0.6297507,3.0931492,,0.384553,
Glaesserella parasuis,0.325619,0.3340707,2699.4482663,0.6297507,166.5145296,31.2059583,2674.4378018,
Chlamydia trachomatis,,,,0.6297507,0.1718416,,,
Fusobacterium varium,,,,0.6297507,,,,
Pararhodospirillum photometricum,389.1146876,2.004424,0.396453,0.6297507,1.374733,0.163382,1.2818433,
Staphylococcus xylosus,,0.6681413,0.132151,0.6297507,0.1718416,,,
Streptococcus parasanguinis,0.325619,2.6725653,,0.6297507,0.1718416,,0.5127373,
Streptococcus parauberis,,,,0.6297507,,,0.1281843,
Enterococcus faecium,14.0016164,61.1349308,125.8077422,0.6297507,5.3270902,0.163382,5.6401104,
Aerococcus viridans,,,,0.6297507,,,,
Bacillus amyloliquefaciens,,,,0.6297507,0.1718416,,0.6409216,
Brevibacillus brevis,,,,0.6297507,,,,
Bacillus licheniformis,,,,0.6297507,,,,
Bacillus mycoides,0.325619,7.6836252,,0.6297507,9.2794475,,0.1281843,
[Clostridium] leptum,0.325619,,,0.6297507,,,,
Lactobacillus gasseri,,0.6681413,,0.6297507,0.5155249,,0.1281843,
Lactobacillus animalis,,,,0.6297507,,,,
Bifidobacterium bifidum,,0.3340707,,0.6297507,,0.163382,184.2008781,
Acidipropionibacterium acidipropionici,0.325619,0.3340707,0.396453,0.6297507,1.374733,,0.1281843,
Mycobacterium leprae,,,0.264302,0.6297507,,,,
Mycobacterium simiae,,,,0.6297507,,,,
Mycobacterium ulcerans,,,0.132151,0.6297507,,,,
Rhodococcus sp.,0.325619,0.3340707,,0.6297507,0.1718416,,,
Streptomyces diastaticus,,,,0.6297507,0.1718416,,,
Thermobifida fusca,,,,0.6297507,,,,
Curtobacterium citreum,,,,0.6297507,0.3436832,,,
Tsukamurella paurometabola,,,,0.6297507,,,,
Cajanus cajan,0.325619,8.6858372,,0.6297507,0.1718416,,,
Olea europaea,,0.3340707,,0.6297507,,,,
Aspergillus clavatus,0.651238,0.3340707,,0.6297507,,,,
Cryphonectria parasitica,,,,0.6297507,0.1718416,,,
Morchella conica,,,,0.6297507,0.1718416,,,
Tilletiaria anomala,,,,0.6297507,,,,
